"","cc1","pconf3","pcomp3","cc2fixed","cc3","pconf1","pcomp1","cc4fixed","cc5","pconf2","pcomp2","cc6fixed","ResponseId","religion3","course","biomajor","institution","gender","semester","raceoriginal","pconf","pcomp"
"6890",4,2,4,2,3,3,5,1,4,2,5,1,"R_ZCNBqdogQkHNvCp","Christian - nondenominational",61,"Yes",7,"Woman","Spring 2021","White",2.33333333333333,4.66666666666667
"6891",3,3,4,2,3,3,5,1,3,3,5,1,"R_zeZABaWYPpNOeBz","Christian - nondenominational",55,"Yes",17,"Woman","Fall 2020","Asian",3,4.66666666666667
"6892",4,2,4,2,5,1,5,1,3,3,4,2,"R_Zh0HoIxZWnKeP8B","Christian - nondenominational",58,"Yes",1,"Woman","Spring 2021","White",2,4.33333333333333
"6893",2,4,3,3,2,4,4,2,2,4,4,2,"R_ZJgXxzwffg7MVm9","Christian - nondenominational",48,"Yes",11,"Woman","Fall 2020","Multiracial",4,3.66666666666667
"6894",2,4,4,2,1,5,5,1,4,2,5,1,"R_ZqLhj30P7Xmgdz3","Christian - nondenominational",59,"Yes",1,"Man","Spring 2021","White",3.66666666666667,4.66666666666667
"6895",4,2,3,3,2,4,4,2,3,3,4,2,"R_01vHk0kwUg8Aw2l","Christian - Catholic",55,"No",17,"Man","Fall 2020","Latinx",3,3.66666666666667
"6896",4,2,3,3,3,3,4,2,3,3,4,2,"R_02K6BIVyijFK9cl","Christian - Catholic",33,"No",13,"Woman","Spring 2020","Latinx",2.66666666666667,3.66666666666667
"6897",2,4,3,3,2,4,4,2,3,3,4,2,"R_0c98yiOyex8AaPL","Christian - Catholic",74,"No",17,"Man","Spring 2021","Multiracial",3.66666666666667,3.66666666666667
"6898",2,4,2,4,2,4,3,3,2,4,3,3,"R_0dYwFwNsHf7RXwd","Christian - Catholic",35,"Yes",14,"Woman","Spring 2020","White",4,2.66666666666667
"6899",4,2,4,2,4,2,5,1,3,3,5,1,"R_0GLcegAAlBCnxHH","Christian - Catholic",30,"Yes",12,"Woman","Spring 2020","Latinx",2.33333333333333,4.66666666666667
"6900",3,3,4,2,3,3,5,1,2,4,4,2,"R_0HfJ3CYX60CgcyB","Christian - Catholic",61,"No",7,"Woman","Spring 2021","White",3.33333333333333,4.33333333333333
"6901",3,3,5,1,3,3,5,1,5,1,5,1,"R_0HY9cTwE0IZobMl","Christian - Catholic",55,"Yes",17,"Woman","Fall 2020","Multiracial",2.33333333333333,5
"6902",4,2,3,3,3,3,4,2,3,3,4,2,"R_0k5X20OYwD3ZQ8V","Christian - Catholic",15,"Yes",1,"Woman","Spring 2020","White",2.66666666666667,3.66666666666667
"6903",2,4,4,2,3,3,4,2,4,2,4,2,"R_0kSv5r4SnDeouZz","Christian - Catholic",8,"Yes",11,"Woman","Fall 2018","Asian",3,4
"6904",1,5,2,4,4,2,5,1,4,2,2,4,"R_0kv0r2G8FnZ3yfL","Christian - Catholic",73,"Yes",16,"Woman","Spring 2021","Black",3,3
"6905",2,4,4,2,4,2,4,2,4,2,4,2,"R_0kvmowgbDbi0CR3","Christian - Catholic",63,"Yes",8,"Man","Spring 2021","White",2.66666666666667,4
"6906",4,2,4,2,2,4,4,2,3,3,4,2,"R_0NUGJ5SMfgLiD2V","Christian - Catholic",50,"No",13,NA,"Fall 2020","Latinx",3,4
"6907",2,4,3,3,3,3,4,2,2,4,4,2,"R_0okdJxUQvqXfQRj","Christian - Catholic",68,"Yes",13,"Woman","Spring 2021","White",3.66666666666667,3.66666666666667
"6908",4,2,4,2,3,3,4,2,3,3,4,2,"R_0PLlMMdE7Rivcg9","Christian - Catholic",8,"Yes",11,"Woman","Fall 2018","White",2.66666666666667,4
"6909",2,4,2,4,2,4,3,3,2,4,3,3,"R_0PStGvLcGB4QTS1","Christian - Catholic",62,"Yes",7,"Woman","Spring 2021","Asian",4,2.66666666666667
"6910",1,5,3,3,2,4,4,2,2,4,4,2,"R_0pu05hf7e9Jb7sB","Christian - Catholic",15,"No",1,"Woman","Spring 2020","Asian",4.33333333333333,3.66666666666667
"6911",2,4,3,3,2,4,4,2,2,4,4,2,"R_0qDo1HAfXBxtEcx","Christian - Catholic",56,"Yes",16,"Woman","Fall 2020","Asian",4,3.66666666666667
"6912",4,2,4,2,2,4,5,1,2,4,4,2,"R_0qWa1T4FTgSBDCp","Christian - Catholic",8,"Yes",11,"Woman","Fall 2018","Black",3.33333333333333,4.33333333333333
"6913",2,4,3,3,2,4,4,2,2,4,4,2,"R_0rBMPPaevWp87eh","Christian - Catholic",40,"Yes",23,"Man","Spring 2020","White",4,3.66666666666667
"6914",3,3,4,2,2,4,5,1,3,3,5,1,"R_0uFzTHAaqQ99jIR","Christian - Catholic",73,"Yes",16,"Woman","Spring 2021","Asian",3.33333333333333,4.66666666666667
"6915",4,2,4,2,3,3,5,1,2,4,4,2,"R_0uKvAmc64bru6B3","Christian - Catholic",58,"Yes",1,"Woman","Spring 2021","Asian",3,4.33333333333333
"6916",3,3,4,2,2,4,5,1,2,4,5,1,"R_0VsK6IkAlGThmhj","Christian - Catholic",74,"No",17,"Woman","Spring 2021","Latinx",3.66666666666667,4.66666666666667
"6917",3,3,3,3,2,4,4,2,3,3,4,2,"R_0vxA8pdQoZmcq2t","Christian - Catholic",14,"No",1,"Woman","Spring 2020","Black",3.33333333333333,3.66666666666667
"6918",4,2,4,2,3,3,4,2,3,3,4,2,"R_0w78oiGyW1V6h1L","Christian - Catholic",56,"Yes",16,"Man","Fall 2020","Asian",2.66666666666667,4
"6919",3,3,3,3,2,4,5,1,2,4,3,3,"R_10AtwFQttVBJEiu","Christian - Catholic",40,"No",23,"Woman","Spring 2020","Latinx",3.66666666666667,3.66666666666667
"6920",4,2,4,2,3,3,5,1,4,2,4,2,"R_10B22aGvCzhz2l9","Christian - Catholic",73,"Yes",16,"Woman","Spring 2021","Latinx",2.33333333333333,4.33333333333333
"6921",2,4,4,2,4,2,5,1,4,2,5,1,"R_10HMzpGqyqMOtEN","Christian - Catholic",40,"Yes",23,"Woman","Spring 2020","Multiracial",2.66666666666667,4.66666666666667
"6922",4,2,4,2,4,2,5,1,4,2,5,1,"R_10IpSEW3UFkiZHU","Christian - Catholic",56,"Yes",16,"Woman","Fall 2020","Asian",2,4.66666666666667
"6923",3,3,3,3,4,2,4,2,3,3,4,2,"R_10JK4rNARsriHIQ","Christian - Catholic",8,"No",11,"Woman","Fall 2018","Black",2.66666666666667,3.66666666666667
"6924",3,3,4,2,3,3,4,2,1,5,4,2,"R_10Jy9OUV1pFA7N3","Christian - Catholic",8,"No",11,"Woman","Fall 2018","White",3.66666666666667,4
"6925",3,3,2,4,3,3,4,2,3,3,4,2,"R_10oqeueDQ0HcCWX","Christian - Catholic",62,"Yes",7,"Woman","Spring 2021","White",3,3.33333333333333
"6926",3,3,4,2,4,2,4,2,4,2,4,2,"R_10ouaelv29ZhivV","Christian - Catholic",73,"Yes",16,"Woman","Spring 2021","Latinx",2.33333333333333,4
"6927",2,4,4,2,2,4,5,1,2,4,5,1,"R_10qnTi1qqAQiIFY","Christian - Catholic",64,"No",8,"Man","Spring 2021","White",4,4.66666666666667
"6928",4,2,4,2,3,3,4,2,3,3,4,2,"R_10u9D89NSTVoVbZ","Christian - Catholic",7,"Yes",8,"Man","Fall 2018","White",2.66666666666667,4
"6929",5,1,2,4,4,2,3,3,2,4,4,2,"R_10wP1Hv1HkshUoQ","Christian - Catholic",78,"Yes",24,"Woman","Spring 2021","Latinx",2.33333333333333,3
"6930",3,3,2,4,2,4,4,2,3,3,2,4,"R_110AQva6rVpsmqK","Christian - Catholic",48,"Yes",11,"Woman","Fall 2020","White",3.33333333333333,2.66666666666667
"6931",3,3,4,2,2,4,4,2,2,4,4,2,"R_1156rloA3tixzRW","Christian - Catholic",78,"Yes",24,"Woman","Spring 2021","Multiracial",3.66666666666667,4
"6932",2,4,4,2,2,4,4,2,3,3,4,2,"R_115FOYgbTnlq3hk","Christian - Catholic",7,"Yes",8,"Woman","Fall 2018","White",3.66666666666667,4
"6933",4,2,4,2,4,2,5,1,4,2,5,1,"R_116grwXE86XwM0M","Christian - Catholic",73,"No",16,"Man","Spring 2021","Asian",2,4.66666666666667
"6934",1,5,4,2,2,4,4,2,2,4,4,2,"R_11de8fazhFoGZVW","Christian - Catholic",78,"Yes",24,"Woman","Spring 2021","Latinx",4.33333333333333,4
"6935",2,4,3,3,2,4,4,2,2,4,4,2,"R_11dQidegU5ICQWg","Christian - Catholic",41,"No",23,"Woman","Spring 2020","White",4,3.66666666666667
"6936",2,4,3,3,2,4,3,3,2,4,4,2,"R_11dULlXiOgv7yBd","Christian - Catholic",66,"Yes",12,"Woman","Spring 2021","White",4,3.33333333333333
"6937",2,4,4,2,3,3,4,2,3,3,4,2,"R_11j34d9bYTtwd72","Christian - Catholic",15,"No",1,"Woman","Spring 2020","Latinx",3.33333333333333,4
"6938",4,2,5,1,2,4,5,1,3,3,5,1,"R_11jaykIsQSdEGI6","Christian - Catholic",17,"Yes",1,"Woman","Spring 2020","Asian",3,5
"6939",2,4,2,4,2,4,4,2,1,5,4,2,"R_11jczJEAjozUtjL","Christian - Catholic",58,"Yes",1,"Woman","Spring 2021","White",4.33333333333333,3.33333333333333
"6940",5,1,5,1,4,2,4,2,3,3,4,2,"R_11WIOCQAlgrjE6h","Christian - Catholic",49,"No",12,"Man","Fall 2020","White",2,4.33333333333333
"6941",3,3,2,4,3,3,4,2,3,3,4,2,"R_11Z6LYNyZs6lNuG","Christian - Catholic",28,"No",11,"Woman","Spring 2020","White",3,3.33333333333333
"6942",4,2,5,1,2,4,5,1,2,4,5,1,"R_11Z7WfDxYaJLY1H","Christian - Catholic",73,"Yes",16,"Woman","Spring 2021","Asian",3.33333333333333,5
"6943",5,1,5,1,5,1,5,1,5,1,5,1,"R_124jAxdYcbHUtNQ","Christian - Catholic",22,"Yes",4,"Woman","Spring 2020","White",1,5
"6944",3,3,3,3,1,5,3,3,2,4,3,3,"R_124q7izK8ctGPSc","Christian - Catholic",29,"No",12,"Man","Spring 2020","Latinx",4,3
"6945",4,2,4,2,2,4,5,1,3,3,5,1,"R_1259mNIFoGSsBDH","Christian - Catholic",73,"Yes",16,NA,"Spring 2021","Asian",3,4.66666666666667
"6946",4,2,5,1,3,3,5,1,3,3,5,1,"R_126ko01srK8kcL7","Christian - Catholic",40,"Yes",23,"Woman","Spring 2020","Latinx",2.66666666666667,5
"6947",3,3,4,2,2,4,4,2,4,2,4,2,"R_12ap2ucHoj5HwMf","Christian - Catholic",8,"Yes",11,"Woman","Fall 2018","White",3,4
"6948",4,2,2,4,2,4,4,2,2,4,4,2,"R_12baimBqQSn2V0q","Christian - Catholic",56,"Yes",16,"Woman","Fall 2020","Asian",3.33333333333333,3.33333333333333
"6949",3,3,3,3,1,5,4,2,3,3,4,2,"R_12DbIknH8qLHRBK","Christian - Catholic",56,"Yes",16,"Woman","Fall 2020","Latinx",3.66666666666667,3.66666666666667
"6950",4,2,5,1,5,1,5,1,1,5,5,1,"R_12F0va22NdZneZd","Christian - Catholic",21,"Yes",4,"Man","Spring 2020","Latinx",2.66666666666667,5
"6951",3,3,3,3,2,4,5,1,2,4,5,1,"R_12fEPAWmfgR16F8","Christian - Catholic",78,"No",24,"Woman","Spring 2021","Latinx",3.66666666666667,4.33333333333333
"6952",5,1,5,1,2,4,5,1,5,1,5,1,"R_12gsjKWpJaeVeXh","Christian - Catholic",71,"Yes",14,"Man","Spring 2021","Multiracial",2,5
"6953",2,4,4,2,1,5,4,2,2,4,4,2,"R_12Gz0mM9PpjEAnC","Christian - Catholic",62,"Yes",7,"Man","Spring 2021","White",4.33333333333333,4
"6954",5,1,5,1,5,1,5,1,2,4,5,1,"R_12KenCtfDR7DmLx","Christian - Catholic",36,"No",19,"Woman","Spring 2020","White",2,5
"6955",2,4,4,2,2,4,4,2,2,4,4,2,"R_12l42pQtPdCzjS4","Christian - Catholic",49,"Yes",12,"Man","Fall 2020","Latinx",4,4
"6956",4,2,4,2,3,3,3,3,4,2,3,3,"R_12l6iiYMiV9xkZV","Christian - Catholic",15,"Yes",1,"Woman","Spring 2020","Latinx",2.33333333333333,3.33333333333333
"6957",4,2,3,3,2,4,4,2,2,4,4,2,"R_12LaVzvTbbDCnSP","Christian - Catholic",36,"No",19,"Man","Spring 2020","White",3.33333333333333,3.66666666666667
"6958",4,2,3,3,3,3,3,3,3,3,3,3,"R_12mQV2PDun39HZ7","Christian - Catholic",25,"No",9,"Man","Spring 2020","Latinx",2.66666666666667,3
"6959",4,2,4,2,4,2,5,1,4,2,5,1,"R_12mSrjGKH0NuAlo","Christian - Catholic",55,"Yes",17,"Man","Fall 2020","White",2,4.66666666666667
"6960",1,5,4,2,1,5,5,1,1,5,5,1,"R_12otryb0gPEH0Jt","Christian - Catholic",35,"Yes",14,"Woman","Spring 2020","White",5,4.66666666666667
"6961",5,1,3,3,4,2,5,1,2,4,5,1,"R_12R0mFwrR7HjmX8","Christian - Catholic",32,"No",13,"Woman","Spring 2020","Multiracial",2.33333333333333,4.33333333333333
"6962",2,4,4,2,2,4,4,2,2,4,4,2,"R_12RKIg9hdqN8WHx","Christian - Catholic",70,"No",13,"Woman","Spring 2021","Latinx",4,4
"6963",4,2,4,2,3,3,5,1,3,3,5,1,"R_12rpGoDatYhJJMk","Christian - Catholic",48,"Yes",11,"Woman","Fall 2020","Latinx",2.66666666666667,4.66666666666667
"6964",1,5,5,1,1,5,5,1,1,5,5,1,"R_12rwy6bqdcG0ZBL","Christian - Catholic",78,"Yes",24,"Woman","Spring 2021","Latinx",5,5
"6965",4,2,4,2,3,3,5,1,1,5,5,1,"R_12tfsQqi92gHq5H","Christian - Catholic",8,"Yes",11,"Woman","Fall 2018","Black",3.33333333333333,4.66666666666667
"6966",4,2,3,3,2,4,5,1,3,3,5,1,"R_12unFcnOXaveYtk","Christian - Catholic",48,"No",11,"Woman","Fall 2020","White",3,4.33333333333333
"6967",5,1,5,1,5,1,5,1,5,1,5,1,"R_12zfJC27In1cs3R","Christian - Catholic",56,"Yes",16,"Man","Fall 2020","Asian",1,5
"6968",4,2,5,1,2,4,5,1,1,5,1,5,"R_1AnylJ5rGkcOVAl","Christian - Catholic",40,"Yes",23,"Man","Spring 2020","Multiracial",3.66666666666667,3.66666666666667
"6969",4,2,4,2,2,4,4,2,2,4,4,2,"R_1BPiaB4Mk0SOTru","Christian - Catholic",10,"No",18,"Woman","Fall 2018","Islander",3.33333333333333,4
"6970",4,2,3,3,2,4,5,1,2,4,5,1,"R_1BQnKEk2DaWEnX4","Christian - Catholic",68,"No",13,"Woman","Spring 2021","Latinx",3.33333333333333,4.33333333333333
"6971",2,4,4,2,4,2,4,2,4,2,4,2,"R_1BR8CbGz5BtGEfz","Christian - Catholic",7,"Yes",8,"Woman","Fall 2018","White",2.66666666666667,4
"6972",4,2,4,2,4,2,4,2,4,2,4,2,"R_1BRA1vcGj6HLBRW","Christian - Catholic",78,"Yes",24,"Woman","Spring 2021","Latinx",2,4
"6973",4,2,4,2,4,2,5,1,3,3,4,2,"R_1BVIu10yM5npKWc","Christian - Catholic",56,"Yes",16,"Woman","Fall 2020","Multiracial",2.33333333333333,4.33333333333333
"6974",2,4,2,4,2,4,5,1,1,5,4,2,"R_1BVjpyA66ItKvZS","Christian - Catholic",10,"No",18,"Man","Fall 2018","Asian",4.33333333333333,3.66666666666667
"6975",4,2,4,2,4,2,4,2,3,3,4,2,"R_1BYraK971zDHtxI","Christian - Catholic",62,"Yes",7,"Man","Spring 2021","White",2.33333333333333,4
"6976",3,3,3,3,2,4,4,2,3,3,4,2,"R_1C1GGcheFLhwhvT","Christian - Catholic",73,"Yes",16,"Man","Spring 2021","Asian",3.33333333333333,3.66666666666667
"6977",3,3,2,4,2,4,4,2,2,4,4,2,"R_1C1kFyjQrKrqJTD","Christian - Catholic",34,"Yes",14,"Man","Spring 2020","White",3.66666666666667,3.33333333333333
"6978",4,2,4,2,4,2,4,2,3,3,4,2,"R_1C2YgbYEfGf4Ob6","Christian - Catholic",48,"No",11,"Woman","Fall 2020","White",2.33333333333333,4
"6979",3,3,4,2,2,4,5,1,3,3,4,2,"R_1C3LvSaWCq1lANg","Christian - Catholic",7,"Yes",8,"Man","Fall 2018","Islander",3.33333333333333,4.33333333333333
"6980",2,4,3,3,1,5,5,1,2,4,5,1,"R_1C7IkBPRrM7OBUV","Christian - Catholic",48,"No",11,"Woman","Fall 2020","Asian",4.33333333333333,4.33333333333333
"6981",3,3,4,2,4,2,4,2,3,3,4,2,"R_1CBaAXCFeifIML3","Christian - Catholic",49,"Yes",12,"Man","Fall 2020","Asian",2.66666666666667,4
"6982",3,3,4,2,1,5,5,1,3,3,4,2,"R_1CBe7s6ThrRi4Qs","Christian - Catholic",40,"Yes",23,"Man","Spring 2020","Latinx",3.66666666666667,4.33333333333333
"6983",4,2,4,2,3,3,4,2,3,3,4,2,"R_1CBYfc14zOxYLQe","Christian - Catholic",56,"Yes",16,"Woman","Fall 2020","Asian",2.66666666666667,4
"6984",3,3,3,3,2,4,4,2,2,4,4,2,"R_1CDgEpgXiLx0UFk","Christian - Catholic",48,"Yes",11,"Woman","Fall 2020","Black",3.66666666666667,3.66666666666667
"6985",3,3,3,3,2,4,4,2,1,5,4,2,"R_1CDyRTAsZZcwtr2","Christian - Catholic",8,"Yes",11,"Woman","Fall 2018","Latinx",4,3.66666666666667
"6986",4,2,5,1,1,5,5,1,2,4,5,1,"R_1CeEmXnw1KUugsv","Christian - Catholic",14,"No",1,"Man","Spring 2020","Multiracial",3.66666666666667,5
"6987",3,3,3,3,3,3,4,2,3,3,4,2,"R_1Cj9GuBsSE66CAq","Christian - Catholic",42,"Yes",1,"Woman","Fall 2020","White",3,3.66666666666667
"6988",5,1,5,1,4,2,5,1,2,4,5,1,"R_1CJCXwY8FMOgdRI","Christian - Catholic",15,"Yes",1,"Woman","Spring 2020","Latinx",2.33333333333333,5
"6989",4,2,4,2,2,4,5,1,2,4,5,1,"R_1CJugnSwF5zGaoy","Christian - Catholic",8,"Yes",11,"Woman","Fall 2018","Asian",3.33333333333333,4.66666666666667
"6990",4,2,3,3,2,4,5,1,3,3,5,1,"R_1CkCHIlZ3Ux8KZJ","Christian - Catholic",29,"No",12,"Woman","Spring 2020","Latinx",3,4.33333333333333
"6991",3,3,4,2,3,3,5,1,2,4,4,2,"R_1ClrZ12DmllsSyF","Christian - Catholic",13,"Yes",25,"Man","Fall 2018","White",3.33333333333333,4.33333333333333
"6992",4,2,4,2,3,3,5,1,2,4,5,1,"R_1cRFNqg3TbzxwOY","Christian - Catholic",73,"Yes",16,"Woman","Spring 2021","Latinx",3,4.66666666666667
"6993",4,2,3,3,3,3,5,1,3,3,4,2,"R_1CsiALt9DOVyegH","Christian - Catholic",66,"Yes",12,"Woman","Spring 2021","Latinx",2.66666666666667,4
"6994",1,5,3,3,5,1,5,1,2,4,5,1,"R_1cSXQuuzYhYNumd","Christian - Catholic",40,"Yes",23,"Woman","Spring 2020","Latinx",3.33333333333333,4.33333333333333
"6995",3,3,3,3,3,3,3,3,3,3,3,3,"R_1cU2avOxh93enWk","Christian - Catholic",28,"Yes",11,"Man","Spring 2020","White",3,3
"6996",2,4,4,2,4,2,3,3,1,5,3,3,"R_1CvhbhIHLkEtEj4","Christian - Catholic",57,"No",1,"Man","Spring 2021","Latinx",3.66666666666667,3.33333333333333
"6997",3,3,3,3,2,4,5,1,3,3,4,2,"R_1CwnksbGRnTRGF1","Christian - Catholic",55,"Yes",17,"Man","Fall 2020","Multiracial",3.33333333333333,4
"6998",2,4,2,4,2,4,4,2,2,4,4,2,"R_1CwshMEQgS1Hdx5","Christian - Catholic",78,"No",24,"Woman","Spring 2021","Multiracial",4,3.33333333333333
"6999",4,2,4,2,3,3,5,1,3,3,4,2,"R_1Cx9FkKQWGo0aWu","Christian - Catholic",10,"Yes",18,"Woman","Fall 2018","Asian",2.66666666666667,4.33333333333333
"7000",5,1,5,1,4,2,5,1,3,3,5,1,"R_1cXRZzoF76BGo4h","Christian - Catholic",43,"Yes",1,"Woman","Fall 2020","Multiracial",2,5
"7001",5,1,5,1,5,1,5,1,5,1,5,1,"R_1cYtjf3aoRab3v9","Christian - Catholic",7,"No",8,"Man","Fall 2018","White",1,5
"7002",1,5,3,3,1,5,4,2,1,5,3,3,"R_1cZFAvl6MARYwOu","Christian - Catholic",40,"No",23,"Woman","Spring 2020","Black",5,3.33333333333333
"7003",4,2,4,2,5,1,5,1,1,5,5,1,"R_1d06jnuWn16WNED","Christian - Catholic",8,"Yes",11,"Woman","Fall 2018","White",2.66666666666667,4.66666666666667
"7004",3,3,4,2,4,2,3,3,2,4,4,2,"R_1d0kpmxkWBunZcF","Christian - Catholic",40,"No",23,"Man","Spring 2020","White",3,3.66666666666667
"7005",2,4,3,3,3,3,4,2,3,3,4,2,"R_1d0oMc5ExC1kMMF","Christian - Catholic",7,"No",8,"Woman","Fall 2018","White",3.33333333333333,3.66666666666667
"7006",4,2,2,4,2,4,4,2,1,5,5,1,"R_1d14aAvXDHHVkzk","Christian - Catholic",56,"Yes",16,"Man","Fall 2020","Islander",3.66666666666667,3.66666666666667
"7007",4,2,4,2,3,3,5,1,3,3,5,1,"R_1d1cV51SXIPoZWf","Christian - Catholic",48,"No",11,"Man","Fall 2020","White",2.66666666666667,4.66666666666667
"7008",4,2,4,2,2,4,5,1,3,3,5,1,"R_1d3MuJkXfNSfZgg","Christian - Catholic",28,"No",11,"Woman","Spring 2020","Asian",3,4.66666666666667
"7009",2,4,3,3,3,3,4,2,4,2,2,4,"R_1d5NUdMniLJUttO","Christian - Catholic",7,"No",8,"Man","Fall 2018","White",3,3
"7010",2,4,4,2,2,4,4,2,2,4,4,2,"R_1dBacVlLK08l5Je","Christian - Catholic",38,"Yes",20,"Man","Spring 2020","White",4,4
"7011",3,3,4,2,3,3,5,1,2,4,5,1,"R_1DBCc4J1hqcsr13","Christian - Catholic",7,"Yes",8,"Man","Fall 2018","White",3.33333333333333,4.66666666666667
"7012",1,5,3,3,2,4,5,1,2,4,5,1,"R_1dbrNTSJ9axYftA","Christian - Catholic",40,"Yes",23,"Man","Spring 2020","Latinx",4.33333333333333,4.33333333333333
"7013",2,4,3,3,3,3,4,2,2,4,4,2,"R_1dc5CZkLWmlfIp2","Christian - Catholic",73,"No",16,"Woman","Spring 2021","Latinx",3.66666666666667,3.66666666666667
"7014",3,3,4,2,3,3,5,1,3,3,5,1,"R_1DD17UWbX2Tcj10","Christian - Catholic",35,"Yes",14,"Woman","Spring 2020","White",3,4.66666666666667
"7015",5,1,4,2,2,4,4,2,2,4,4,2,"R_1ddcBDZV1qf7NCQ","Christian - Catholic",56,"No",16,"Woman","Fall 2020","Latinx",3,4
"7016",3,3,4,2,4,2,4,2,4,2,5,1,"R_1dDZKyLhavZ7Sf1","Christian - Catholic",48,"No",11,"Woman","Fall 2020","White",2.33333333333333,4.33333333333333
"7017",2,4,3,3,2,4,4,2,4,2,3,3,"R_1dE4oNct1lJPisp","Christian - Catholic",61,"No",7,"Man","Spring 2021","White",3.33333333333333,3.33333333333333
"7018",4,2,3,3,3,3,5,1,2,4,3,3,"R_1dET5DQAVURteGq","Christian - Catholic",40,"No",23,"Man","Spring 2020","Latinx",3,3.66666666666667
"7019",3,3,4,2,2,4,5,1,4,2,4,2,"R_1dFUcjU608LJwHn","Christian - Catholic",33,"No",13,"Man","Spring 2020","Latinx",3,4.33333333333333
"7020",4,2,4,2,3,3,3,3,3,3,5,1,"R_1DG8kjKZMGnv1x1","Christian - Catholic",7,"Yes",8,"Man","Fall 2018","White",2.66666666666667,4
"7021",3,3,3,3,3,3,3,3,3,3,3,3,"R_1DGfFsFDfPkRyoN","Christian - Catholic",56,"Yes",16,"Woman","Fall 2020","Asian",3,3
"7022",4,2,4,2,3,3,4,2,3,3,4,2,"R_1dGrANPstz2ELT6","Christian - Catholic",7,"Yes",8,"Man","Fall 2018","White",2.66666666666667,4
"7023",2,4,3,3,2,4,5,1,2,4,4,2,"R_1DHm3NXPlWwDtt9","Christian - Catholic",29,"Yes",12,"Woman","Spring 2020","Latinx",4,4
"7024",4,2,3,3,4,2,5,1,2,4,1,5,"R_1dj0uUKpNBEXTZE","Christian - Catholic",7,"No",8,"Woman","Fall 2018","White",2.66666666666667,3
"7025",4,2,4,2,2,4,4,2,2,4,4,2,"R_1dK6OZTrq8O6ruE","Christian - Catholic",56,"No",16,"Woman","Fall 2020","Latinx",3.33333333333333,4
"7026",2,4,3,3,1,5,3,3,2,4,5,1,"R_1dKU3L8t2yV7urx","Christian - Catholic",51,"No",13,"Man","Fall 2020","Asian",4.33333333333333,3.66666666666667
"7027",3,3,2,4,4,2,4,2,3,3,4,2,"R_1dm2Lq4igd3gr1u","Christian - Catholic",73,"Yes",16,"Man","Spring 2021","Latinx",2.66666666666667,3.33333333333333
"7028",5,1,5,1,2,4,5,1,4,2,5,1,"R_1doCocjFGu8ewEC","Christian - Catholic",71,"No",14,"Woman","Spring 2021","White",2.33333333333333,5
"7029",3,3,5,1,4,2,5,1,1,5,4,2,"R_1DOKB87mwCUnnYG","Christian - Catholic",33,"Yes",13,"Woman","Spring 2020","Latinx",3.33333333333333,4.66666666666667
"7030",4,2,4,2,3,3,4,2,3,3,4,2,"R_1DPc6ZimnB9epyt","Christian - Catholic",60,"No",4,"Woman","Spring 2021","White",2.66666666666667,4
"7031",2,4,4,2,1,5,5,1,1,5,5,1,"R_1DqYfzaiSrrkWdT","Christian - Catholic",49,"No",12,"Woman","Fall 2020","Latinx",4.66666666666667,4.66666666666667
"7032",2,4,4,2,1,5,5,1,2,4,5,1,"R_1DSa8rLNB70UnqJ","Christian - Catholic",68,"No",13,"Woman","Spring 2021","Latinx",4.33333333333333,4.66666666666667
"7033",4,2,3,3,3,3,4,2,3,3,4,2,"R_1dsho7uKMR03DZd","Christian - Catholic",69,"Yes",13,"Woman","Spring 2021","Latinx",2.66666666666667,3.66666666666667
"7034",4,2,3,3,2,4,4,2,2,4,4,2,"R_1dsIgeJkDNhulOA","Christian - Catholic",43,"Yes",1,"Woman","Fall 2020","White",3.33333333333333,3.66666666666667
"7035",5,1,5,1,5,1,5,1,4,2,5,1,"R_1DSVzwhnVUlX9Xd","Christian - Catholic",35,"No",14,"Woman","Spring 2020","White",1.33333333333333,5
"7036",3,3,3,3,3,3,3,3,3,3,3,3,"R_1DtDsJ02NrKZW5Z","Christian - Catholic",73,"Yes",16,"Woman","Spring 2021","Latinx",3,3
"7037",4,2,4,2,2,4,4,2,3,3,4,2,"R_1DU89XpesDCFkD3","Christian - Catholic",34,"Yes",14,"Man","Spring 2020","White",3,4
"7038",1,5,3,3,4,2,5,1,1,5,3,3,"R_1DUc3vb2YkABClX","Christian - Catholic",69,"No",13,"Woman","Spring 2021","Latinx",4,3.66666666666667
"7039",1,5,3,3,2,4,4,2,2,4,5,1,"R_1duE5F7LpRBjKcm","Christian - Catholic",73,"Yes",16,"Woman","Spring 2021","Latinx",4.33333333333333,4
"7040",4,2,4,2,4,2,4,2,3,3,4,2,"R_1duhAu6m5LwYE8P","Christian - Catholic",74,"Yes",17,"Woman","Spring 2021","White",2.33333333333333,4
"7041",2,4,2,4,2,4,4,2,2,4,4,2,"R_1dv4f8ns2FJvwN0","Christian - Catholic",74,"Yes",17,"Man","Spring 2021","White",4,3.33333333333333
"7042",2,4,2,4,3,3,4,2,4,2,4,2,"R_1DVfQgnUUmtWjnp","Christian - Catholic",28,"No",11,"Woman","Spring 2020","White",3,3.33333333333333
"7043",3,3,3,3,3,3,5,1,3,3,5,1,"R_1DvhKZnqTzSU40r","Christian - Catholic",48,"Yes",11,"Woman","Fall 2020","White",3,4.33333333333333
